x0,x1,x2,x3,y
-364.0,174.0,-90.0,-210.0,0
173.0,-84.0,-454.0,-464.0,0
-230.0,78.0,-61.0,-83.0,0
-240.0,-492.0,-290.0,-30.0,0
-350.0,178.0,127.0,131.0,0
16.0,-477.0,116.0,-277.0,0
-399.0,-488.0,-306.0,-344.0,0
194.0,-321.0,-125.0,-92.0,0
-374.0,134.0,0.0,-422.0,0
-186.0,69.0,-443.0,-75.0,0
-107.0,-492.0,34.0,-322.0,0
40.0,-113.0,-193.0,0.0,0
-376.0,-449.0,-187.0,-76.0,0
-417.0,-260.0,-182.0,-87.0,0
21.0,-53.0,-288.0,-380.0,0
0.0,-210.0,-73.0,-254.0,0
-142.0,-212.0,198.0,-170.0,0
-367.0,-353.0,174.0,61.0,0
-69.0,109.0,-377.0,-284.0,0
-231.0,-82.0,-94.0,-167.0,1
-160.0,-346.0,-6.0,-39.0,0
-335.0,-234.0,-116.0,-136.0,0
9.0,-263.0,-212.0,-234.0,0
-74.0,-123.0,-346.0,-162.0,0
-434.0,-134.0,-169.0,139.0,0
-383.0,-417.0,-411.0,-458.0,0
-331.0,83.0,-149.0,-159.0,0
-85.0,-68.0,126.0,-465.0,0
197.0,-32.0,-485.0,-261.0,0
-26.0,-142.0,-404.0,-389.0,0
123.0,-138.0,-140.0,117.0,0
-363.0,-127.0,-209.0,124.0,0
-181.0,-64.0,125.0,64.0,0
186.0,-182.0,-113.0,191.0,0
-153.0,-290.0,-86.0,-173.0,0
-359.0,-137.0,-54.0,-390.0,0
-83.0,-185.0,-287.0,-321.0,0
15.0,-92.0,-245.0,-145.0,0
-389.0,-393.0,82.0,-209.0,0
34.0,-327.0,-269.0,-133.0,0
53.0,-329.0,-435.0,-128.0,0
-181.0,-479.0,-406.0,-16.0,0
-28.0,-57.0,77.0,-459.0,0
94.0,24.0,-208.0,-364.0,0
-179.0,-302.0,196.0,-94.0,0
153.0,13.0,-300.0,112.0,0
81.0,-324.0,193.0,136.0,0
-319.0,-485.0,-180.0,-112.0,0
-432.0,-190.0,-50.0,-240.0,0
-100.0,-8.0,119.0,-5.0,0
-351.0,153.0,-123.0,-97.0,0
-331.0,129.0,-391.0,61.0,0
62.0,-285.0,70.0,118.0,0
-345.0,-208.0,-59.0,-498.0,0
41.0,-266.0,69.0,-40.0,0
-107.0,-308.0,-163.0,-241.0,0
76.0,56.0,-454.0,-344.0,0
-242.0,-72.0,-483.0,-61.0,0
0.0,87.0,-302.0,-222.0,0
-355.0,-466.0,-201.0,-348.0,0
-44.0,3.0,-149.0,92.0,0
32.0,189.0,-272.0,-441.0,0
-191.0,-319.0,-137.0,-136.0,0
98.0,-410.0,-5.0,72.0,0
-102.0,-45.0,58.0,-137.0,0
69.0,-222.0,9.0,-385.0,0
199.0,30.0,127.0,74.0,0
-290.0,-59.0,,-253.0,0
-421.0,47.0,-270.0,-191.0,0
5.0,-303.0,-334.0,124.0,0
-15.0,145.0,-84.0,-181.0,0
-266.0,-383.0,-52.0,-280.0,0
-108.0,113.0,68.0,-209.0,0
34.0,-45.0,-424.0,-155.0,0
-28.0,-213.0,-169.0,-349.0,0
-446.0,-410.0,24.0,-413.0,0
-408.0,-220.0,183.0,-82.0,0
-411.0,-212.0,-363.0,-258.0,0
-423.0,68.0,-409.0,-128.0,0
-26.0,49.0,-388.0,114.0,0
-444.0,-210.0,-416.0,191.0,0
5.0,-211.0,-244.0,103.0,0
-199.0,-483.0,-209.0,-450.0,0
-448.0,-65.0,-162.0,-199.0,0
0.0,-89.0,82.0,-153.0,0
-163.0,-290.0,-475.0,169.0,0
-299.0,-455.0,66.0,-111.0,0
-162.0,87.0,-179.0,59.0,0
-459.0,-129.0,80.0,-351.0,0
-392.0,-21.0,-190.0,59.0,0
-160.0,-427.0,127.0,-185.0,0
-395.0,-175.0,140.0,-339.0,0
-146.0,-33.0,-71.0,-422.0,0
52.0,-34.0,-177.0,-222.0,0
-240.0,-330.0,-243.0,-338.0,0
171.0,-278.0,-409.0,168.0,0
-268.0,-102.0,-147.0,61.0,0
-361.0,-146.0,-299.0,-314.0,0
-188.0,-275.0,-59.0,-352.0,0
-424.0,106.0,-39.0,-399.0,0
69.0,-396.0,-185.0,-392.0,0
-59.0,194.0,184.0,9.0,0
-437.0,56.0,60.0,193.0,0
7.0,-384.0,157.0,-380.0,0
79.0,130.0,-417.0,-42.0,0
-43.0,-121.0,-326.0,-308.0,0
191.0,-301.0,-431.0,-266.0,0
-383.0,-194.0,183.0,12.0,0
-278.0,171.0,-414.0,-365.0,0
-180.0,-455.0,74.0,-223.0,0
-49.0,-439.0,-466.0,-270.0,0
-11.0,-137.0,-232.0,198.0,0
28.0,56.0,70.0,-304.0,0
64.0,78.0,-174.0,-191.0,0
37.0,143.0,-121.0,-137.0,0
133.0,2.0,-42.0,-9.0,0
-128.0,-168.0,-292.0,-24.0,0
138.0,190.0,-98.0,-239.0,0
12.0,45.0,-395.0,-205.0,0
-280.0,-138.0,-27.0,-428.0,0
2.0,-145.0,-117.0,-230.0,0
-207.0,-93.0,-491.0,-417.0,0
-24.0,52.0,-463.0,-350.0,0
-481.0,73.0,9.0,-156.0,0
4.0,-381.0,-120.0,-467.0,0
-331.0,167.0,-483.0,-12.0,0
-440.0,153.0,113.0,191.0,0
-32.0,-80.0,-227.0,180.0,0
-257.0,-467.0,-249.0,-237.0,0
118.0,-407.0,-15.0,-220.0,0
-30.0,-476.0,93.0,180.0,0
-99.0,169.0,185.0,-306.0,0
-175.0,-197.0,-115.0,69.0,0
-116.0,82.0,-493.0,-428.0,0
-255.0,-37.0,-140.0,30.0,0
-354.0,-377.0,64.0,-66.0,0
-195.0,-446.0,7.0,63.0,0
63.0,-115.0,-95.0,-398.0,0
98.0,56.0,-251.0,-290.0,0
-498.0,172.0,-315.0,-120.0,0
-113.0,-58.0,165.0,-407.0,0
-213.0,-195.0,-232.0,-369.0,0
-251.0,-401.0,-78.0,-122.0,0
-454.0,-333.0,-70.0,98.0,0
-290.0,-117.0,161.0,-63.0,0
-170.0,-62.0,158.0,-337.0,0
-293.0,-113.0,-324.0,-249.0,0
-10.0,-450.0,-436.0,-461.0,0
-167.0,-440.0,180.0,-38.0,0
131.0,-251.0,-315.0,-39.0,0
59.0,-248.0,-154.0,42.0,0
-69.0,-36.0,-492.0,-280.0,0
-120.0,-288.0,-373.0,67.0,0
-29.0,-373.0,-272.0,-371.0,0
-194.0,-54.0,-298.0,-158.0,0
-113.0,-344.0,177.0,-462.0,0
-430.0,-77.0,-487.0,-119.0,0
-161.0,-419.0,-278.0,-27.0,0
-352.0,-372.0,-279.0,9.0,0
-140.0,135.0,175.0,-40.0,0
-300.0,186.0,-76.0,-486.0,0
123.0,-381.0,-91.0,-487.0,0
101.0,-433.0,-310.0,-259.0,0
-424.0,-126.0,157.0,149.0,0
23.0,-385.0,3.0,-488.0,0
-33.0,-340.0,-162.0,134.0,0
-207.0,-304.0,-213.0,-442.0,0
-298.0,-453.0,-135.0,75.0,0
-147.0,-212.0,11.0,-444.0,0
-497.0,-355.0,-93.0,109.0,0
-174.0,-418.0,13.0,110.0,0
-64.0,-108.0,-361.0,-114.0,0
-238.0,-193.0,37.0,117.0,0
-260.0,76.0,-125.0,-337.0,0
-229.0,76.0,63.0,-469.0,0
155.0,-465.0,-422.0,-123.0,0
-34.0,154.0,44.0,-54.0,0
-461.0,136.0,137.0,-76.0,0
-358.0,-487.0,-189.0,45.0,0
164.0,9.0,150.0,-53.0,0
-110.0,-176.0,-82.0,-465.0,0
-166.0,-165.0,-145.0,3.0,0
-396.0,-206.0,-318.0,146.0,0
-463.0,-463.0,64.0,133.0,0
196.0,55.0,-359.0,112.0,0
167.0,-48.0,-371.0,-79.0,0
147.0,-271.0,-460.0,-485.0,0
-467.0,-451.0,-424.0,-302.0,0
-249.0,-393.0,-441.0,14.0,0
124.0,-305.0,-26.0,-58.0,0
-170.0,-71.0,-89.0,-205.0,0
166.0,110.0,-340.0,99.0,0
-300.0,-256.0,117.0,-299.0,0
-331.0,-99.0,-293.0,-76.0,0
32.0,-299.0,153.0,157.0,0
-303.0,165.0,-230.0,-170.0,0
-376.0,-218.0,148.0,-450.0,0
-367.0,-451.0,-495.0,94.0,0
-457.0,-298.0,50.0,64.0,0
189.0,-408.0,-85.0,-498.0,0
-181.0,107.0,-400.0,-60.0,0
160.0,-26.0,-334.0,-50.0,0
-278.0,-253.0,121.0,-378.0,0
11.0,152.0,-29.0,0.0,0
-124.0,-125.0,-214.0,-362.0,0
-110.0,60.0,50.0,-5.0,0
-195.0,169.0,-56.0,-106.0,0
10.0,-493.0,-54.0,-270.0,0
22.0,-446.0,-78.0,-94.0,0
86.0,7.0,-264.0,-278.0,0
-103.0,-216.0,-394.0,-434.0,0
-489.0,-428.0,-237.0,64.0,0
85.0,-311.0,143.0,-24.0,0
97.0,105.0,-62.0,-424.0,0
29.0,-157.0,77.0,-403.0,0
-22.0,-97.0,-399.0,107.0,0
-382.0,-28.0,75.0,-70.0,0
-65.0,174.0,-134.0,-126.0,0
-219.0,182.0,-159.0,-489.0,0
-22.0,-252.0,-250.0,-153.0,0
-234.0,-263.0,57.0,-294.0,0
-137.0,-28.0,-436.0,-253.0,0
34.0,-487.0,-375.0,148.0,0
-121.0,-119.0,-89.0,-58.0,0
-452.0,-211.0,-176.0,163.0,0
-419.0,-247.0,197.0,-46.0,0
-265.0,-165.0,-223.0,196.0,0
-256.0,87.0,-186.0,-469.0,0
-344.0,-83.0,-382.0,-267.0,0
19.0,-337.0,-65.0,-441.0,0
-235.0,90.0,-105.0,165.0,0
-113.0,-128.0,56.0,-37.0,0
76.0,-127.0,-421.0,51.0,0
105.0,-427.0,-200.0,129.0,0
-364.0,-243.0,-482.0,-71.0,0
-147.0,-89.0,-311.0,-33.0,0
-99.0,-232.0,-14.0,-448.0,0
-375.0,-27.0,117.0,-347.0,0
-10.0,-58.0,-342.0,-429.0,0
-415.0,-455.0,-431.0,-324.0,0
-215.0,19.0,-252.0,179.0,0
31.0,-274.0,-189.0,61.0,0
5.0,150.0,-258.0,-264.0,0
-250.0,-351.0,-469.0,-490.0,0
-234.0,-464.0,148.0,105.0,0
-87.0,-19.0,77.0,35.0,0
-100.0,-403.0,94.0,-116.0,0
2.0,-249.0,-321.0,-475.0,0
-79.0,-312.0,38.0,-193.0,0
-333.0,-168.0,-286.0,75.0,0
-333.0,-65.0,-15.0,-68.0,0
-6.0,58.0,-132.0,-72.0,0
-262.0,-368.0,-127.0,-500.0,0
-144.0,127.0,90.0,9.0,0
-210.0,-378.0,-441.0,-163.0,0
-497.0,-81.0,169.0,150.0,0
-391.0,-194.0,-276.0,-171.0,0
-444.0,-304.0,-33.0,0.0,0
168.0,159.0,124.0,-200.0,0
-34.0,-246.0,198.0,-143.0,0
-23.0,179.0,15.0,-163.0,0
-493.0,-110.0,-116.0,-120.0,0
-80.0,-68.0,-186.0,-474.0,0
-99.0,-122.0,-244.0,-45.0,0
-500.0,160.0,115.0,58.0,0
-158.0,-27.0,-253.0,35.0,0
-489.0,-283.0,185.0,-305.0,0
-370.0,127.0,-295.0,-263.0,0
-39.0,-494.0,-156.0,-172.0,0
-132.0,-236.0,173.0,-30.0,0
-99.0,-388.0,-500.0,-427.0,0
-423.0,-299.0,114.0,200.0,0
123.0,179.0,-246.0,-404.0,0
-458.0,-346.0,-280.0,-203.0,0
-330.0,-390.0,-430.0,-142.0,0
-474.0,-468.0,-485.0,-399.0,0
-215.0,146.0,-313.0,-488.0,0
-453.0,-330.0,142.0,-134.0,0
-237.0,-351.0,-304.0,-303.0,0
71.0,-69.0,131.0,-256.0,0
-36.0,-332.0,-381.0,4.0,0
-71.0,-368.0,130.0,-246.0,0
-376.0,-11.0,-127.0,112.0,0
-460.0,-251.0,58.0,53.0,0
20.0,-331.0,-174.0,21.0,0
-42.0,-103.0,-484.0,-212.0,0
-183.0,-205.0,-486.0,-208.0,0
-419.0,184.0,-352.0,-279.0,0
171.0,-283.0,-115.0,-371.0,0
-29.0,-466.0,-109.0,-117.0,0
-106.0,-138.0,-31.0,57.0,0
-320.0,-442.0,115.0,-190.0,0
-59.0,-71.0,-431.0,-431.0,0
-23.0,-264.0,93.0,-95.0,0
-380.0,-411.0,49.0,67.0,0
-378.0,152.0,132.0,125.0,0
138.0,-271.0,-181.0,-172.0,0
93.0,-361.0,179.0,-46.0,0
113.0,-97.0,75.0,-257.0,0
49.0,-159.0,-94.0,-357.0,0
-13.0,12.0,-361.0,-356.0,0
-116.0,113.0,-105.0,-195.0,0
28.0,-52.0,-293.0,-129.0,0
-389.0,-433.0,-486.0,-360.0,0
-6.0,76.0,-224.0,118.0,0
-156.0,-18.0,-319.0,-50.0,0
-435.0,-304.0,-462.0,25.0,0
96.0,-241.0,110.0,31.0,0
-107.0,104.0,-351.0,112.0,0
-308.0,-445.0,133.0,121.0,0
-356.0,-333.0,-68.0,-142.0,0
97.0,-226.0,-158.0,191.0,0
-378.0,-272.0,-103.0,86.0,0
-412.0,-304.0,-339.0,-376.0,0
-149.0,-284.0,-278.0,-442.0,0
114.0,-498.0,111.0,-258.0,0
-488.0,35.0,-280.0,-97.0,0
-395.0,-406.0,-453.0,-166.0,0
-78.0,-240.0,-482.0,-339.0,0
186.0,-368.0,-456.0,-375.0,0
-399.0,-178.0,-477.0,70.0,0
-496.0,-86.0,-180.0,84.0,0
-350.0,43.0,-468.0,-439.0,0
197.0,-479.0,153.0,-218.0,0
127.0,-214.0,-294.0,-36.0,0
-343.0,-300.0,-493.0,-120.0,0
121.0,-103.0,-336.0,-215.0,0
-323.0,-382.0,-430.0,-457.0,0
-364.0,133.0,-251.0,-396.0,0
-147.0,-153.0,180.0,-268.0,0
-103.0,33.0,-269.0,-262.0,0
-167.0,-25.0,-203.0,-500.0,0
-408.0,-175.0,-353.0,104.0,0
-385.0,-169.0,97.0,63.0,0
-222.0,-203.0,-42.0,109.0,0
34.0,-359.0,-43.0,-430.0,0
12.0,-95.0,97.0,2.0,0
160.0,26.0,-401.0,-481.0,0
-479.0,-100.0,-343.0,-119.0,0
165.0,191.0,-15.0,-66.0,0
-106.0,-46.0,111.0,-382.0,0
-124.0,-288.0,28.0,-438.0,0
-222.0,-471.0,-28.0,-113.0,0
-156.0,-301.0,-465.0,-393.0,0
-490.0,183.0,3.0,-73.0,0
-206.0,-79.0,-272.0,-374.0,0
-442.0,-156.0,-265.0,82.0,0
-170.0,146.0,-160.0,-154.0,0
-447.0,9.0,-431.0,-261.0,0
-75.0,-193.0,119.0,-276.0,0
-256.0,162.0,53.0,-240.0,0
-496.0,-151.0,-373.0,-493.0,0
-97.0,-175.0,-215.0,-306.0,0
-176.0,-397.0,93.0,-13.0,0
-186.0,-287.0,-269.0,179.0,0
71.0,-123.0,-365.0,-308.0,0
-395.0,34.0,28.0,-192.0,0
-197.0,-214.0,-159.0,-434.0,0
-284.0,18.0,20.0,-262.0,0
157.0,-333.0,-332.0,69.0,0
-469.0,106.0,-491.0,-62.0,0
-191.0,-58.0,38.0,-258.0,0
41.0,63.0,-136.0,83.0,0
-336.0,-485.0,-263.0,175.0,0
80.0,-222.0,92.0,69.0,0
196.0,-271.0,-343.0,-325.0,0
-482.0,146.0,-85.0,-327.0,0
-169.0,96.0,70.0,49.0,0
170.0,-217.0,-186.0,-114.0,0
-223.0,-351.0,-482.0,-323.0,0
-318.0,-485.0,-459.0,-419.0,0
-244.0,-171.0,-433.0,92.0,0
148.0,-192.0,-213.0,-482.0,0
-473.0,-295.0,112.0,196.0,0
-446.0,102.0,23.0,-378.0,0
-306.0,-185.0,32.0,-351.0,0
98.0,-233.0,121.0,-326.0,0
123.0,-86.0,49.0,-94.0,0
88.0,-51.0,-174.0,134.0,0
-481.0,-186.0,42.0,-19.0,0
-171.0,42.0,-359.0,-490.0,0
-448.0,-33.0,176.0,-324.0,0
-235.0,-464.0,-204.0,-489.0,0
-106.0,78.0,26.0,-125.0,0
-479.0,-372.0,-482.0,-135.0,0
-368.0,156.0,114.0,-257.0,0
-10.0,-189.0,-162.0,-226.0,0
-118.0,52.0,-350.0,-277.0,0
-201.0,-402.0,-338.0,-75.0,0
-205.0,64.0,-466.0,164.0,0
-331.0,109.0,90.0,-282.0,0
-166.0,-422.0,-41.0,-73.0,0
-380.0,-162.0,-471.0,-88.0,0
-476.0,56.0,199.0,-136.0,0
4.0,-117.0,-354.0,107.0,0
-391.0,-254.0,162.0,-255.0,0
-379.0,-256.0,-97.0,29.0,0
197.0,-353.0,-239.0,-86.0,0
-107.0,-151.0,-129.0,-404.0,0
-227.0,-92.0,-210.0,26.0,0
-392.0,-224.0,-227.0,-145.0,0
-73.0,-273.0,-181.0,-401.0,0
-31.0,-490.0,-443.0,-352.0,0
63.0,100.0,-253.0,169.0,0
53.0,-339.0,-344.0,-489.0,0
107.0,-170.0,-175.0,66.0,0
-409.0,4.0,-96.0,-243.0,0
-413.0,-69.0,-397.0,-490.0,0
-404.0,-336.0,-360.0,-17.0,0
-186.0,-280.0,-9.0,-172.0,0
158.0,-135.0,-35.0,63.0,0
-314.0,-458.0,171.0,-202.0,0
-210.0,104.0,-194.0,-495.0,0
11.0,-368.0,-74.0,-485.0,0
-28.0,-272.0,41.0,-87.0,0
-441.0,-321.0,-270.0,197.0,0
-181.0,-431.0,-83.0,-5.0,0
-263.0,22.0,-452.0,-71.0,0
8.0,-22.0,-496.0,-485.0,0
3.0,-3.0,-446.0,-429.0,0
54.0,-23.0,175.0,46.0,0
-273.0,-140.0,98.0,-186.0,0
-268.0,-486.0,6.0,178.0,0
-402.0,-449.0,145.0,119.0,0
174.0,-287.0,-168.0,193.0,0
-403.0,-25.0,-432.0,-299.0,0
-381.0,-298.0,47.0,-312.0,0
-500.0,-27.0,-441.0,-236.0,0
-167.0,-76.0,-212.0,18.0,0
-350.0,7.0,-249.0,-4.0,0
-5.0,153.0,153.0,-54.0,0
-455.0,-206.0,197.0,-6.0,0
-83.0,-327.0,-210.0,-61.0,0
2.0,200.0,4.0,-488.0,0
-378.0,45.0,76.0,-436.0,0
-310.0,-470.0,166.0,-197.0,0
184.0,179.0,-425.0,-462.0,0
-129.0,79.0,-1.0,-407.0,0
195.0,198.0,88.0,-414.0,0
-140.0,-457.0,60.0,37.0,0
193.0,-235.0,-494.0,-233.0,0
4.0,-77.0,-322.0,-95.0,0
-104.0,-376.0,-467.0,-96.0,0
-74.0,-462.0,-184.0,103.0,0
-64.0,-348.0,159.0,-353.0,0
-312.0,-3.0,85.0,37.0,0
-363.0,-394.0,-243.0,17.0,0
-222.0,-83.0,-34.0,-310.0,0
122.0,-184.0,104.0,-8.0,0
80.0,-291.0,-88.0,36.0,0
-80.0,-412.0,-436.0,162.0,0
-441.0,-282.0,61.0,120.0,0
-249.0,129.0,-251.0,1.0,0
-169.0,-467.0,-253.0,163.0,0
-495.0,-450.0,-20.0,112.0,0
-339.0,-431.0,3.0,-152.0,0
18.0,-148.0,-288.0,180.0,0
-15.0,-356.0,154.0,-399.0,0
-160.0,-393.0,-130.0,-432.0,0
-114.0,123.0,196.0,-169.0,0
-490.0,-9.0,-51.0,-325.0,0
-302.0,-21.0,185.0,-458.0,0
-211.0,-38.0,-125.0,-438.0,0
-399.0,-21.0,-369.0,-226.0,0
-374.0,-188.0,119.0,-162.0,0
-221.0,66.0,105.0,178.0,0
-260.0,-216.0,154.0,-135.0,0
-88.0,-348.0,119.0,-230.0,0
-277.0,73.0,144.0,-497.0,0
123.0,-152.0,-288.0,154.0,0
-492.0,-98.0,-147.0,191.0,0
-261.0,-245.0,-72.0,64.0,0
-258.0,-430.0,-485.0,-16.0,0
125.0,-289.0,-391.0,-337.0,0
-304.0,-152.0,-299.0,-127.0,0
-342.0,-116.0,-312.0,114.0,0
-482.0,-130.0,-420.0,-351.0,0
119.0,35.0,50.0,-256.0,0
-294.0,-484.0,-427.0,-117.0,0
84.0,-378.0,-449.0,-68.0,0
-440.0,90.0,33.0,41.0,0
28.0,169.0,-238.0,-105.0,0
-325.0,-97.0,-8.0,-23.0,0
-55.0,-98.0,-144.0,-144.0,0
-265.0,166.0,-8.0,-360.0,0
105.0,34.0,-156.0,-428.0,0
-183.0,-178.0,93.0,-236.0,0
151.0,-82.0,187.0,-401.0,0
-133.0,-6.0,89.0,-7.0,0
-98.0,85.0,-486.0,-293.0,0
-51.0,-78.0,-435.0,53.0,0
-89.0,-162.0,-175.0,-436.0,0
117.0,-375.0,-71.0,148.0,0
-68.0,-132.0,-39.0,86.0,0
87.0,-493.0,-216.0,22.0,0
38.0,-266.0,-258.0,-115.0,0
-324.0,148.0,-441.0,-391.0,0
-154.0,186.0,-46.0,-380.0,0
106.0,-262.0,-194.0,-189.0,0
-192.0,,-73.0,-78.0,0
-182.0,-300.0,-183.0,-448.0,0
-456.0,-325.0,-230.0,-327.0,0
-19.0,-397.0,-355.0,-299.0,0
39.0,-428.0,-389.0,9.0,0
163.0,-278.0,-475.0,-149.0,0
176.0,-356.0,-451.0,-20.0,0
-212.0,-340.0,145.0,-23.0,0
-230.0,-103.0,114.0,-317.0,0
-231.0,-24.0,36.0,-296.0,0
-229.0,19.0,-318.0,,0
24.0,-339.0,-265.0,-67.0,0
63.0,-331.0,-412.0,-447.0,0
-247.0,-85.0,60.0,-46.0,0
-134.0,193.0,-282.0,88.0,0
-234.0,-347.0,-87.0,-186.0,0
-183.0,12.0,188.0,132.0,0
-349.0,-409.0,-32.0,-443.0,0
-271.0,32.0,-190.0,190.0,0
-282.0,-262.0,169.0,-486.0,0
116.0,-382.0,-165.0,-252.0,0
-96.0,-497.0,-197.0,-489.0,0
-269.0,-147.0,50.0,-28.0,0
-419.0,-192.0,-269.0,-96.0,0
-411.0,113.0,198.0,-54.0,0
122.0,-287.0,-467.0,-42.0,0
-26.0,-86.0,-257.0,155.0,0
-203.0,-70.0,191.0,-400.0,0
-400.0,82.0,170.0,-168.0,0
-213.0,-324.0,-8.0,98.0,0
167.0,162.0,-401.0,-103.0,0
-181.0,63.0,-154.0,-110.0,0
-306.0,166.0,71.0,151.0,0
-27.0,-37.0,35.0,-376.0,0
-102.0,-146.0,1.0,101.0,0
-376.0,-111.0,24.0,-188.0,0
158.0,-104.0,26.0,196.0,0
-168.0,65.0,-77.0,-438.0,0
-303.0,-44.0,186.0,-298.0,0
-223.0,-335.0,-217.0,51.0,0
-56.0,-239.0,-453.0,-178.0,0
-287.0,166.0,-345.0,188.0,0
-472.0,131.0,-201.0,47.0,0
-269.0,-261.0,-426.0,-496.0,0
-276.0,-181.0,-253.0,-77.0,0
-40.0,-95.0,104.0,-160.0,0
99.0,-365.0,-456.0,-4.0,0
-385.0,-253.0,-30.0,-436.0,0
-378.0,-441.0,105.0,72.0,0
-210.0,70.0,141.0,-1.0,0
-388.0,7.0,-493.0,-451.0,0
-218.0,197.0,56.0,25.0,0
65.0,-73.0,-349.0,-406.0,0
-379.0,-476.0,73.0,-479.0,0
-152.0,-387.0,-302.0,-183.0,0
67.0,-109.0,-271.0,5.0,0
16.0,-264.0,-103.0,27.0,0
-344.0,44.0,152.0,-427.0,0
-453.0,-28.0,-307.0,36.0,0
-285.0,-325.0,-398.0,-39.0,0
112.0,167.0,100.0,-130.0,0
18.0,-158.0,31.0,-354.0,0
118.0,-240.0,16.0,-442.0,0
-395.0,-331.0,180.0,-166.0,0
-35.0,-203.0,-2.0,-315.0,0
-375.0,-116.0,-110.0,-337.0,0
-125.0,-322.0,-359.0,-433.0,0
67.0,-447.0,-277.0,-168.0,0
26.0,-498.0,59.0,-333.0,0
-92.0,-162.0,-396.0,-296.0,0
86.0,7.0,52.0,10.0,0
-323.0,-16.0,-283.0,161.0,0
-31.0,-193.0,138.0,10.0,0
-278.0,-446.0,-235.0,-4.0,0
-254.0,-85.0,-35.0,198.0,0
-3.0,130.0,-211.0,-451.0,0
-249.0,-244.0,10.0,-125.0,0
-300.0,-123.0,-440.0,-16.0,0
-462.0,21.0,-182.0,87.0,0
20.0,88.0,-424.0,-148.0,0
38.0,58.0,-291.0,-235.0,0
-64.0,-305.0,-472.0,28.0,0
146.0,-458.0,69.0,-3.0,0
-77.0,-170.0,-238.0,-422.0,0
-215.0,-288.0,-309.0,-466.0,0
38.0,135.0,-231.0,-287.0,0
-145.0,-115.0,-3.0,-445.0,0
182.0,50.0,180.0,106.0,0
-99.0,-60.0,-260.0,166.0,0
-318.0,-289.0,-95.0,-19.0,0
-362.0,111.0,-493.0,-186.0,0
-484.0,25.0,-153.0,-3.0,0
-268.0,-110.0,-450.0,-98.0,0
-240.0,-491.0,-196.0,-362.0,0
-131.0,-418.0,-35.0,-169.0,0
-294.0,-227.0,-144.0,93.0,0
48.0,-109.0,159.0,-284.0,0
-241.0,-409.0,174.0,-369.0,0
78.0,-499.0,128.0,-500.0,0
-22.0,97.0,-335.0,-252.0,0
-88.0,-167.0,-259.0,133.0,0
-114.0,197.0,-164.0,-459.0,0
-59.0,-161.0,-402.0,-280.0,0
149.0,-223.0,-160.0,124.0,0
-489.0,-250.0,-63.0,-278.0,0
42.0,-399.0,68.0,-413.0,0
-197.0,-80.0,112.0,68.0,0
-52.0,-237.0,-86.0,101.0,0
-81.0,139.0,-109.0,75.0,0
-148.0,-91.0,72.0,-384.0,0
-471.0,178.0,-262.0,-438.0,0
-157.0,-140.0,-94.0,172.0,0
-360.0,-44.0,-286.0,-81.0,0
-14.0,88.0,-72.0,-99.0,0
-213.0,-274.0,53.0,-499.0,0
69.0,-389.0,22.0,111.0,0
-335.0,-102.0,11.0,-372.0,0
-224.0,92.0,-230.0,25.0,0
-494.0,-233.0,-379.0,-427.0,0
-495.0,-210.0,-108.0,41.0,0
-317.0,-334.0,-96.0,-467.0,0
-129.0,-381.0,-338.0,-93.0,0
-208.0,-200.0,-391.0,-419.0,0
-131.0,-302.0,-325.0,114.0,0
-443.0,-86.0,-336.0,-242.0,0
20.0,-288.0,-159.0,4.0,0
-211.0,-383.0,15.0,-350.0,0
-56.0,117.0,-301.0,-259.0,0
-471.0,-356.0,-412.0,-167.0,0
-386.0,-107.0,-141.0,-208.0,0
-497.0,-490.0,92.0,-347.0,0
-334.0,137.0,145.0,-329.0,0
-336.0,-195.0,-376.0,-197.0,0
-48.0,65.0,-104.0,153.0,0
-438.0,33.0,-140.0,-377.0,0
-418.0,98.0,-399.0,126.0,0
-64.0,-324.0,-280.0,91.0,0
140.0,46.0,-313.0,-409.0,0
173.0,-490.0,128.0,-185.0,0
-299.0,-27.0,-418.0,102.0,0
59.0,-372.0,-409.0,70.0,0
-13.0,-139.0,36.0,-259.0,0
121.0,-264.0,-490.0,-430.0,0
-366.0,17.0,-460.0,-17.0,0
-391.0,-307.0,-168.0,-96.0,0
-470.0,-209.0,-104.0,83.0,0
-334.0,-209.0,-253.0,-14.0,0
-33.0,-356.0,-3.0,130.0,0
-482.0,-241.0,62.0,192.0,0
-171.0,-337.0,-84.0,179.0,0
-402.0,-461.0,123.0,20.0,0
-163.0,-255.0,110.0,-268.0,0
25.0,-425.0,-70.0,-325.0,0
-78.0,-313.0,83.0,-305.0,0
-177.0,19.0,-473.0,96.0,0
-276.0,-409.0,-466.0,170.0,0
96.0,-232.0,-58.0,-393.0,0
-495.0,-166.0,104.0,55.0,0
-259.0,-15.0,-121.0,-53.0,0
-296.0,-148.0,199.0,-390.0,0
-363.0,-79.0,-264.0,-264.0,0
121.0,-190.0,-143.0,-297.0,0
-468.0,133.0,-354.0,72.0,0
82.0,119.0,-313.0,-489.0,0
67.0,94.0,-329.0,-153.0,0
-379.0,-65.0,85.0,-314.0,0
-50.0,166.0,3.0,113.0,0
-275.0,-189.0,3.0,-7.0,0
132.0,182.0,-21.0,107.0,0
-358.0,-393.0,-161.0,-401.0,0
-486.0,-134.0,-65.0,-158.0,0
